Geneid	cond_1v2_log2FC	cond_1v2_Padj	cond_1v2_Sig	cond_1v3_log2FC	cond_1v3_Padj	cond_1v3_Sig	cond_2v3_log2FC	cond_2v3_Padj	cond_2v3_Sig
Glyma.12G167500.Wm82.a4.v1	0.051 	1     	FALSE	-0.16 	0.97  	FALSE	-0.21 	0.99  	FALSE
Glyma.12G167600.Wm82.a4.v1	0.14  	1     	FALSE	-0.12 	0.99  	FALSE	-0.26 	0.99  	FALSE
Glyma.12G167700.Wm82.a4.v1	0.13  	1     	FALSE	-0.034	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.12G167800.Wm82.a4.v1	0.087 	1     	FALSE	0.24  	0.79  	FALSE	0.15  	0.99  	FALSE
Glyma.12G168000.Wm82.a4.v1	-0.077	1     	FALSE	0.007 	1     	FALSE	0.084 	0.99  	FALSE
Glyma.12G168100.Wm82.a4.v1	0.16  	1     	FALSE	0.21  	0.98  	FALSE	0.052 	1     	FALSE
Glyma.12G168200.Wm82.a4.v1	-0.062	1     	FALSE	-0.13 	0.98  	FALSE	-0.069	0.99  	FALSE
Glyma.12G168300.Wm82.a4.v1	-0.035	1     	FALSE	-0.053	0.99  	FALSE	-0.017	1     	FALSE
Glyma.12G168400.Wm82.a4.v1	-0.1  	1     	FALSE	0.053 	0.99  	FALSE	0.15  	0.99  	FALSE
Glyma.12G168500.Wm82.a4.v1	0.087 	1     	FALSE	-0.11 	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.12G168800.Wm82.a4.v1	-0.056	1     	FALSE	-0.12 	0.98  	FALSE	-0.062	0.99  	FALSE
Glyma.12G168900.Wm82.a4.v1	-0.025	1     	FALSE	-0.042	0.99  	FALSE	-0.017	1     	FALSE
Glyma.12G169200.Wm82.a4.v1	0.083 	1     	FALSE	0.012 	1     	FALSE	-0.071	0.99  	FALSE
Glyma.12G169600.Wm82.a4.v1	-0.00049	1     	FALSE	-0.27 	0.75  	FALSE	-0.27 	0.99  	FALSE
Glyma.12G169700.Wm82.a4.v1	-0.0084	1     	FALSE	0.096 	0.98  	FALSE	0.1   	0.99  	FALSE
Glyma.12G169800.Wm82.a4.v1	-0.23 	1     	FALSE	-0.19 	0.96  	FALSE	0.037 	1     	FALSE
Glyma.12G169900.Wm82.a4.v1	0.079 	1     	FALSE	0.1   	0.99  	FALSE	0.024 	1     	FALSE
Glyma.12G170000.Wm82.a4.v1	0.2   	1     	FALSE	0.15  	0.98  	FALSE	-0.052	1     	FALSE
Glyma.12G170100.Wm82.a4.v1	-0.095	1     	FALSE	0.2   	0.97  	FALSE	0.29  	0.99  	FALSE
Glyma.12G170300.Wm82.a4.v1	0.0013	1     	FALSE	0.0076	1     	FALSE	0.0063	1     	FALSE
Glyma.12G170400.Wm82.a4.v1	0.067 	1     	FALSE	0.26  	0.97  	FALSE	0.19  	0.99  	FALSE
Glyma.12G170500.Wm82.a4.v1	0.051 	1     	FALSE	0.15  	0.98  	FALSE	0.096 	0.99  	FALSE
Glyma.12G170600.Wm82.a4.v1	-0.12 	1     	FALSE	0.099 	0.99  	FALSE	0.22  	0.99  	FALSE
Glyma.12G170700.Wm82.a4.v1	-0.17 	1     	FALSE	-0.091	0.99  	FALSE	0.08  	1     	FALSE
Glyma.12G170800.Wm82.a4.v1	-0.019	NA    	NA	-0.021	NA    	NA	-0.0018	NA    	NA
Glyma.12G170900.Wm82.a4.v1	-0.21 	1     	FALSE	0.12  	0.98  	FALSE	0.32  	0.99  	FALSE
Glyma.12G171000.Wm82.a4.v1	0.24  	1     	FALSE	0.12  	0.98  	FALSE	-0.12 	0.99  	FALSE
Glyma.12G171100.Wm82.a4.v1	0.042 	1     	FALSE	0.12  	0.98  	FALSE	0.077 	0.99  	FALSE
Glyma.12G171166.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.12G171232.Wm82.a4.v1	0.015 	1     	FALSE	-0.12 	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.12G171300.Wm82.a4.v1	-0.021	NA    	NA	0     	NA    	NA	0.017 	NA    	NA
Glyma.12G171400.Wm82.a4.v1	0.35  	1     	FALSE	-0.058	0.99  	FALSE	-0.41 	0.99  	FALSE
Glyma.12G171500.Wm82.a4.v1	-0.063	NA    	NA	-0.018	NA    	NA	0.045 	NA    	NA
Glyma.12G171600.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.12G171700.Wm82.a4.v1	-0.16 	1     	FALSE	0.075 	0.99  	FALSE	0.24  	0.99  	FALSE
Glyma.12G171800.Wm82.a4.v1	-0.012	1     	FALSE	0.029 	0.99  	FALSE	0.042 	1     	FALSE
Glyma.12G171900.Wm82.a4.v1	-0.13 	1     	FALSE	-0.079	0.99  	FALSE	0.053 	1     	FALSE
Glyma.12G172100.Wm82.a4.v1	-0.042	1     	FALSE	-0.17 	0.98  	FALSE	-0.13 	0.99  	FALSE
Glyma.12G172150.Wm82.a4.v1	-0.014	1     	FALSE	-0.071	0.99  	FALSE	-0.057	1     	FALSE
Glyma.12G172200.Wm82.a4.v1	-0.087	1     	FALSE	-0.032	0.99  	FALSE	0.055 	1     	FALSE
Glyma.12G172300.Wm82.a4.v1	-0.19 	1     	FALSE	-0.43 	0.7   	FALSE	-0.24 	0.99  	FALSE
Glyma.12G172500.Wm82.a4.v1	-0.014	1     	FALSE	0.17  	0.97  	FALSE	0.18  	0.99  	FALSE
Glyma.12G172600.Wm82.a4.v1	-0.081	1     	FALSE	-0.17 	0.98  	FALSE	-0.088	0.99  	FALSE
Glyma.12G172700.Wm82.a4.v1	0.15  	1     	FALSE	0.098 	0.99  	FALSE	-0.049	1     	FALSE
Glyma.12G172800.Wm82.a4.v1	0.086 	1     	FALSE	0.29  	0.82  	FALSE	0.2   	0.99  	FALSE
Glyma.12G172900.Wm82.a4.v1	0.1   	1     	FALSE	-0.033	0.99  	FALSE	-0.14 	0.99  	FALSE
Glyma.12G173000.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.12G173100.Wm82.a4.v1	0.012 	NA    	NA	-0.058	NA    	NA	-0.07 	NA    	NA
Glyma.12G173200.Wm82.a4.v1	0.049 	1     	FALSE	0.2   	0.93  	FALSE	0.15  	0.99  	FALSE
Glyma.12G173300.Wm82.a4.v1	-0.11 	1     	FALSE	-0.39 	0.78  	FALSE	-0.28 	0.99  	FALSE
Glyma.12G173351.Wm82.a4.v1	-0.011	NA    	NA	-0.013	NA    	NA	-0.0023	NA    	NA
Glyma.12G173400.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.12G173500.Wm82.a4.v1	-0.0049	1     	FALSE	0.066 	0.99  	FALSE	0.071 	0.99  	FALSE
Glyma.12G173600.Wm82.a4.v1	0.065 	1     	FALSE	0.046 	0.99  	FALSE	-0.019	1     	FALSE
Glyma.12G173700.Wm82.a4.v1	0.066 	1     	FALSE	0.1   	0.99  	FALSE	0.035 	1     	FALSE
Glyma.12G173800.Wm82.a4.v1	-0.49 	0.61  	FALSE	-0.37 	0.8   	FALSE	0.12  	0.99  	FALSE
Glyma.12G174000.Wm82.a4.v1	-0.12 	1     	FALSE	-0.13 	0.97  	FALSE	-0.0094	1     	FALSE
Glyma.12G174100.Wm82.a4.v1	-0.048	1     	FALSE	0.037 	0.99  	FALSE	0.085 	0.99  	FALSE
Glyma.12G174200.Wm82.a4.v1	-0.023	1     	FALSE	-0.082	0.99  	FALSE	-0.059	1     	FALSE
Glyma.12G174300.Wm82.a4.v1	-0.019	NA    	NA	0.051 	NA    	NA	0.07  	NA    	NA
Glyma.12G174400.Wm82.a4.v1	-0.033	1     	FALSE	0.011 	1     	FALSE	0.044 	1     	FALSE
Glyma.12G174700.Wm82.a4.v1	-0.19 	1     	FALSE	-0.28 	0.94  	FALSE	-0.093	0.99  	FALSE
Glyma.12G174800.Wm82.a4.v1	0.052 	1     	FALSE	-0.13 	0.98  	FALSE	-0.18 	0.99  	FALSE
Glyma.12G174900.Wm82.a4.v1	-0.014	NA    	NA	-0.06 	NA    	NA	-0.046	NA    	NA
Glyma.12G175000.Wm82.a4.v1	0.3   	1     	FALSE	0.058 	0.99  	FALSE	-0.24 	0.99  	FALSE
Glyma.12G175300.Wm82.a4.v1	0.25  	1     	FALSE	0.12  	0.99  	FALSE	-0.13 	0.99  	FALSE
Glyma.12G175351.Wm82.a4.v1	0.29  	1     	FALSE	0.093 	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.12G175400.Wm82.a4.v1	-0.095	1     	FALSE	0.12  	0.99  	FALSE	0.21  	0.99  	FALSE
Glyma.12G176400.Wm82.a4.v1	-0.0036	NA    	NA	-0.021	NA    	NA	-0.017	NA    	NA
Glyma.12G176450.Wm82.a4.v1	0.0087	NA    	NA	0.016 	NA    	NA	0.0073	NA    	NA
Glyma.12G176500.Wm82.a4.v1	-0.059	1     	FALSE	-0.051	0.99  	FALSE	0.0081	1     	FALSE
Glyma.12G177000.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.12G177100.Wm82.a4.v1	0.16  	1     	FALSE	0.23  	0.85  	FALSE	0.075 	0.99  	FALSE
Glyma.12G177200.Wm82.a4.v1	-0.031	1     	FALSE	0.093 	0.99  	FALSE	0.12  	0.99  	FALSE
Glyma.12G177300.Wm82.a4.v1	-0.24 	1     	FALSE	-0.23 	0.97  	FALSE	0.016 	1     	FALSE
Glyma.12G177500.Wm82.a4.v1	0.15  	1     	FALSE	0.14  	0.97  	FALSE	-0.0077	1     	FALSE
Glyma.12G177600.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.12G177675.Wm82.a4.v1	-0.02 	NA    	NA	-0.013	NA    	NA	0.0073	NA    	NA
Glyma.12G177700.Wm82.a4.v1	-0.038	1     	FALSE	-0.12 	0.99  	FALSE	-0.086	0.99  	FALSE
Glyma.12G177802.Wm82.a4.v1	0.11  	1     	FALSE	-0.055	0.99  	FALSE	-0.16 	0.99  	FALSE
Glyma.12G177900.Wm82.a4.v1	-0.2  	1     	FALSE	-0.32 	0.51  	FALSE	-0.12 	0.99  	FALSE
Glyma.12G178000.Wm82.a4.v1	-0.2  	1     	FALSE	0.018 	1     	FALSE	0.22  	0.99  	FALSE
Glyma.12G178100.Wm82.a4.v1	0.054 	1     	FALSE	0.049 	0.99  	FALSE	-0.0055	1     	FALSE
Glyma.12G178200.Wm82.a4.v1	0.45  	0.57  	FALSE	-0.12 	0.99  	FALSE	-0.58 	0.64  	FALSE
Glyma.12G178300.Wm82.a4.v1	-0.089	1     	FALSE	-0.092	0.99  	FALSE	-0.0026	1     	FALSE
Glyma.12G178500.Wm82.a4.v1	0.54  	0.59  	FALSE	0.76  	0.071 	FALSE	0.22  	0.99  	FALSE
Glyma.12G178600.Wm82.a4.v1	0.11  	1     	FALSE	0.028 	0.99  	FALSE	-0.079	0.99  	FALSE
Glyma.12G178700.Wm82.a4.v1	-0.0028	1     	FALSE	0.15  	0.99  	FALSE	0.15  	0.99  	FALSE
Glyma.12G178800.Wm82.a4.v1	-0.13 	1     	FALSE	-0.017	1     	FALSE	0.11  	0.99  	FALSE
Glyma.12G178900.Wm82.a4.v1	-0.27 	1     	FALSE	-0.054	0.99  	FALSE	0.22  	0.99  	FALSE
Glyma.12G179000.Wm82.a4.v1	-0.069	1     	FALSE	0.12  	0.98  	FALSE	0.19  	0.99  	FALSE
Glyma.12G179050.Wm82.a4.v1	0.0081	NA    	NA	0.0058	NA    	NA	0     	NA    	NA
Glyma.12G179100.Wm82.a4.v1	0.28  	1     	FALSE	-0.028	0.99  	FALSE	-0.31 	0.99  	FALSE
Glyma.12G179200.Wm82.a4.v1	0.038 	1     	FALSE	0.043 	0.99  	FALSE	0.0046	1     	FALSE
Glyma.12G179300.Wm82.a4.v1	-0.073	1     	FALSE	0.16  	0.98  	FALSE	0.23  	0.99  	FALSE
Glyma.12G179600.Wm82.a4.v1	-0.07 	1     	FALSE	-0.076	NA    	NA	-0.0061	1     	FALSE
Glyma.12G179700.Wm82.a4.v1	-0.014	NA    	NA	0.015 	NA    	NA	0.029 	NA    	NA
Glyma.12G179800.Wm82.a4.v1	0.066 	1     	FALSE	0.17  	0.98  	FALSE	0.1   	0.99  	FALSE
Glyma.12G179900.Wm82.a4.v1	-0.12 	1     	FALSE	-0.059	0.99  	FALSE	0.063 	1     	FALSE
Glyma.12G180000.Wm82.a4.v1	-0.012	1     	FALSE	-0.00074	NA    	NA	0.011 	1     	FALSE
Glyma.12G180067.Wm82.a4.v1	-0.13 	1     	FALSE	0.031 	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.12G180133.Wm82.a4.v1	-0.039	1     	FALSE	-0.061	0.99  	FALSE	-0.022	1     	FALSE
Glyma.12G180200.Wm82.a4.v1	0.31  	1     	FALSE	-0.066	0.99  	FALSE	-0.38 	0.99  	FALSE
Glyma.12G180300.Wm82.a4.v1	0.12  	1     	FALSE	0.21  	0.93  	FALSE	0.084 	0.99  	FALSE
Glyma.12G180400.Wm82.a4.v1	-0.11 	1     	FALSE	-0.15 	0.98  	FALSE	-0.045	1     	FALSE
Glyma.12G180500.Wm82.a4.v1	0.21  	1     	FALSE	0.0028	1     	FALSE	-0.2  	0.99  	FALSE
Glyma.12G180600.Wm82.a4.v1	-0.063	1     	FALSE	0.086 	0.99  	FALSE	0.15  	0.99  	FALSE
Glyma.12G180700.Wm82.a4.v1	-0.024	1     	FALSE	0.11  	0.98  	FALSE	0.14  	0.99  	FALSE
Glyma.12G180800.Wm82.a4.v1	0.04  	1     	FALSE	0.21  	0.97  	FALSE	0.17  	0.99  	FALSE
Glyma.12G180900.Wm82.a4.v1	0.12  	1     	FALSE	0.037 	0.99  	FALSE	-0.086	0.99  	FALSE
Glyma.12G181100.Wm82.a4.v1	-0.08 	1     	FALSE	0.39  	0.71  	FALSE	0.47  	0.99  	FALSE
Glyma.12G181300.Wm82.a4.v1	-0.057	1     	FALSE	0.085 	0.99  	FALSE	0.14  	0.99  	FALSE
Glyma.12G181400.Wm82.a4.v1	0.091 	1     	FALSE	-0.14 	0.98  	FALSE	-0.23 	0.99  	FALSE
Glyma.12G181500.Wm82.a4.v1	-0.25 	1     	FALSE	-0.22 	0.96  	FALSE	0.031 	1     	FALSE
Glyma.12G181600.Wm82.a4.v1	-0.12 	1     	FALSE	0.017 	0.99  	FALSE	0.13  	0.99  	FALSE
Glyma.12G181700.Wm82.a4.v1	0.37  	1     	FALSE	0.33  	0.91  	FALSE	-0.04 	1     	FALSE
Glyma.12G181800.Wm82.a4.v1	0.35  	0.95  	FALSE	0.3   	0.89  	FALSE	-0.05 	1     	FALSE
Glyma.12G181900.Wm82.a4.v1	0.0044	1     	FALSE	0.19  	0.98  	FALSE	0.19  	0.99  	FALSE
Glyma.12G182000.Wm82.a4.v1	0.059 	1     	FALSE	-0.2  	0.97  	FALSE	-0.26 	0.99  	FALSE
Glyma.12G182100.Wm82.a4.v1	0.12  	1     	FALSE	0.12  	0.99  	FALSE	0.0034	1     	FALSE
Glyma.12G182300.Wm82.a4.v1	0.16  	1     	FALSE	0.29  	0.94  	FALSE	0.13  	0.99  	FALSE
Glyma.12G182500.Wm82.a4.v1	0.018 	NA    	NA	0.015 	NA    	NA	0     	NA    	NA
Glyma.12G182600.Wm82.a4.v1	-0.07 	1     	FALSE	0.03  	0.99  	FALSE	0.1   	0.99  	FALSE
Glyma.12G182700.Wm82.a4.v1	0.0051	1     	FALSE	0.024 	0.99  	FALSE	0.019 	1     	FALSE
Glyma.12G182800.Wm82.a4.v1	0.14  	1     	FALSE	-0.12 	0.99  	FALSE	-0.26 	0.99  	FALSE
Glyma.12G183000.Wm82.a4.v1	-0.05 	1     	FALSE	-0.14 	0.98  	FALSE	-0.09 	0.99  	FALSE
Glyma.12G183100.Wm82.a4.v1	0.2   	1     	FALSE	0.099 	0.99  	FALSE	-0.099	0.99  	FALSE
Glyma.12G183200.Wm82.a4.v1	0.091 	1     	FALSE	0.0035	1     	FALSE	-0.087	0.99  	FALSE
Glyma.12G183300.Wm82.a4.v1	-0.32 	1     	FALSE	-0.43 	0.68  	FALSE	-0.11 	0.99  	FALSE
Glyma.12G183400.Wm82.a4.v1	-0.021	NA    	NA	-0.086	NA    	NA	-0.066	NA    	NA
Glyma.12G183500.Wm82.a4.v1	0.02  	1     	FALSE	0.0038	1     	FALSE	-0.016	1     	FALSE
Glyma.12G183600.Wm82.a4.v1	-0.044	1     	FALSE	0.12  	0.99  	FALSE	0.16  	0.99  	FALSE
Glyma.12G183700.Wm82.a4.v1	0.065 	1     	FALSE	0.058 	0.99  	FALSE	-0.0069	1     	FALSE
Glyma.12G183800.Wm82.a4.v1	0.21  	1     	FALSE	-0.093	0.99  	FALSE	-0.3  	0.99  	FALSE
Glyma.12G183900.Wm82.a4.v1	-0.065	1     	FALSE	-0.21 	0.93  	FALSE	-0.15 	0.99  	FALSE
Glyma.12G184000.Wm82.a4.v1	0.016 	NA    	NA	-0.0019	NA    	NA	-0.018	NA    	NA
Glyma.12G184200.Wm82.a4.v1	-0.021	1     	FALSE	-0.3  	0.93  	FALSE	-0.28 	0.99  	FALSE
Glyma.12G184300.Wm82.a4.v1	0.43  	0.9   	FALSE	0.52  	0.46  	FALSE	0.093 	0.99  	FALSE
Glyma.12G184366.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.12G184500.Wm82.a4.v1	-0.05 	1     	FALSE	0.23  	0.89  	FALSE	0.28  	0.99  	FALSE
Glyma.12G184600.Wm82.a4.v1	-0.26 	1     	FALSE	-0.23 	0.97  	FALSE	0.033 	1     	FALSE
Glyma.12G184700.Wm82.a4.v1	-0.03 	1     	FALSE	-0.096	0.99  	FALSE	-0.066	1     	FALSE
Glyma.12G184900.Wm82.a4.v1	0.07  	1     	FALSE	-0.17 	0.98  	FALSE	-0.24 	0.99  	FALSE
Glyma.12G185000.Wm82.a4.v1	0.17  	1     	FALSE	0.12  	0.99  	FALSE	-0.051	1     	FALSE
Glyma.12G185200.Wm82.a4.v1	-0.0046	1     	FALSE	-0.053	0.99  	FALSE	-0.049	1     	FALSE
Glyma.12G185400.Wm82.a4.v1	0.056 	1     	FALSE	-0.033	0.99  	FALSE	-0.089	0.99  	FALSE
Glyma.12G185500.Wm82.a4.v1	-0.31 	1     	FALSE	-0.24 	0.96  	FALSE	0.069 	1     	FALSE
Glyma.12G185600.Wm82.a4.v1	-0.093	1     	FALSE	0.086 	NA    	NA	0.18  	0.99  	FALSE
Glyma.12G185700.Wm82.a4.v1	0.23  	1     	FALSE	0.082 	0.99  	FALSE	-0.15 	0.99  	FALSE
Glyma.12G185800.Wm82.a4.v1	-0.011	NA    	NA	0     	NA    	NA	0.0073	NA    	NA
Glyma.12G185900.Wm82.a4.v1	-0.12 	1     	FALSE	-0.13 	0.99  	FALSE	-0.011	1     	FALSE
Glyma.12G186000.Wm82.a4.v1	-0.051	1     	FALSE	-0.036	0.99  	FALSE	0.016 	1     	FALSE
Glyma.12G186200.Wm82.a4.v1	-0.026	1     	FALSE	0.053 	NA    	NA	0.079 	0.99  	FALSE
Glyma.12G186400.Wm82.a4.v1	0.049 	1     	FALSE	0.059 	0.99  	FALSE	0.01  	1     	FALSE
Glyma.12G186500.Wm82.a4.v1	-0.25 	1     	FALSE	-0.19 	0.97  	FALSE	0.056 	1     	FALSE
Glyma.12G186600.Wm82.a4.v1	-0.21 	1     	FALSE	-0.15 	0.97  	FALSE	0.061 	0.99  	FALSE
Glyma.12G186700.Wm82.a4.v1	0.06  	1     	FALSE	-0.3  	0.91  	FALSE	-0.36 	0.99  	FALSE
Glyma.12G186800.Wm82.a4.v1	0.081 	1     	FALSE	-0.1  	0.99  	FALSE	-0.18 	0.99  	FALSE
Glyma.12G186851.Wm82.a4.v1	-0.011	NA    	NA	-0.022	NA    	NA	-0.012	NA    	NA
Glyma.12G186902.Wm82.a4.v1	0.034 	NA    	NA	0.048 	NA    	NA	0.015 	NA    	NA
Glyma.12G186952.Wm82.a4.v1	0.0058	1     	FALSE	-0.097	0.99  	FALSE	-0.1  	0.99  	FALSE
Glyma.12G187000.Wm82.a4.v1	0.23  	1     	FALSE	-0.28 	0.96  	FALSE	-0.51 	0.99  	FALSE
Glyma.12G187100.Wm82.a4.v1	0.067 	1     	FALSE	0.14  	NA    	NA	0.071 	0.99  	FALSE
Glyma.12G187400.Wm82.a4.v1	0.35  	0.96  	FALSE	0.22  	0.97  	FALSE	-0.12 	0.99  	FALSE
Glyma.12G187600.Wm82.a4.v1	-0.28 	1     	FALSE	-0.32 	0.87  	FALSE	-0.041	1     	FALSE
Glyma.12G187700.Wm82.a4.v1	-0.18 	1     	FALSE	0.035 	0.99  	FALSE	0.21  	0.99  	FALSE
Glyma.12G188001.Wm82.a4.v1	-0.13 	1     	FALSE	-0.19 	0.98  	FALSE	-0.057	1     	FALSE
Glyma.12G188100.Wm82.a4.v1	-0.22 	1     	FALSE	-0.37 	0.79  	FALSE	-0.15 	0.99  	FALSE
Glyma.12G188200.Wm82.a4.v1	0.089 	1     	FALSE	-0.0098	1     	FALSE	-0.099	0.99  	FALSE
Glyma.12G188300.Wm82.a4.v1	-0.12 	1     	FALSE	-0.037	0.99  	FALSE	0.08  	1     	FALSE
Glyma.12G188500.Wm82.a4.v1	0.14  	1     	FALSE	0.088 	0.99  	FALSE	-0.055	0.99  	FALSE
Glyma.12G188600.Wm82.a4.v1	0.12  	1     	FALSE	0.024 	0.99  	FALSE	-0.093	0.99  	FALSE
Glyma.12G188800.Wm82.a4.v1	0.04  	1     	FALSE	0.011 	1     	FALSE	-0.028	1     	FALSE
Glyma.12G188900.Wm82.a4.v1	0.019 	1     	FALSE	-0.088	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.12G189000.Wm82.a4.v1	0.37  	0.94  	FALSE	-0.062	0.99  	FALSE	-0.44 	0.99  	FALSE
Glyma.12G189100.Wm82.a4.v1	-0.087	1     	FALSE	-0.069	0.99  	FALSE	0.017 	1     	FALSE
Glyma.12G189300.Wm82.a4.v1	0.19  	1     	FALSE	-0.088	0.99  	FALSE	-0.28 	0.99  	FALSE
Glyma.12G189400.Wm82.a4.v1	0.033 	1     	FALSE	-0.043	0.99  	FALSE	-0.076	0.99  	FALSE
Glyma.12G189500.Wm82.a4.v1	-0.073	1     	FALSE	0.074 	0.99  	FALSE	0.15  	0.99  	FALSE
Glyma.12G189600.Wm82.a4.v1	0.16  	1     	FALSE	0.21  	0.93  	FALSE	0.054 	1     	FALSE
Glyma.12G189633.Wm82.a4.v1	0.1   	NA    	NA	0.12  	NA    	NA	0.015 	NA    	NA
Glyma.12G189666.Wm82.a4.v1	0.058 	1     	FALSE	0.074 	0.99  	FALSE	0.016 	1     	FALSE
Glyma.12G189700.Wm82.a4.v1	0.12  	1     	FALSE	0.041 	0.99  	FALSE	-0.079	1     	FALSE
Glyma.12G189800.Wm82.a4.v1	-0.037	1     	FALSE	-0.16 	0.98  	FALSE	-0.13 	0.99  	FALSE
Glyma.12G189900.Wm82.a4.v1	0.015 	1     	FALSE	0.19  	0.92  	FALSE	0.17  	0.99  	FALSE
Glyma.12G190100.Wm82.a4.v1	0.078 	1     	FALSE	0.42  	0.061 	FALSE	0.35  	0.78  	FALSE
Glyma.12G190200.Wm82.a4.v1	-0.053	1     	FALSE	0.19  	0.97  	FALSE	0.24  	0.99  	FALSE
Glyma.12G190400.Wm82.a4.v1	-0.0067	1     	FALSE	0.16  	0.98  	FALSE	0.16  	0.99  	FALSE
Glyma.12G190700.Wm82.a4.v1	0.092 	1     	FALSE	0.11  	0.99  	FALSE	0.016 	1     	FALSE
Glyma.12G190800.Wm82.a4.v1	0.11  	1     	FALSE	0.047 	0.99  	FALSE	-0.061	0.99  	FALSE
Glyma.12G190900.Wm82.a4.v1	0.05  	NA    	NA	0.058 	NA    	NA	0.0085	NA    	NA
Glyma.12G191000.Wm82.a4.v1	0.2   	1     	FALSE	-0.06 	0.99  	FALSE	-0.26 	0.99  	FALSE
Glyma.12G191100.Wm82.a4.v1	0.079 	1     	FALSE	-0.25 	0.95  	FALSE	-0.32 	0.99  	FALSE
Glyma.12G191200.Wm82.a4.v1	-0.46 	0.47  	FALSE	-0.3  	0.86  	FALSE	0.16  	0.99  	FALSE
Glyma.12G191300.Wm82.a4.v1	-0.31 	1     	FALSE	-0.07 	0.99  	FALSE	0.24  	0.99  	FALSE
Glyma.12G191400.Wm82.a4.v1	0.19  	1     	FALSE	0.31  	0.92  	FALSE	0.13  	0.99  	FALSE
Glyma.12G191500.Wm82.a4.v1	-0.28 	1     	FALSE	-0.27 	0.89  	FALSE	0.0082	1     	FALSE
Glyma.12G191600.Wm82.a4.v1	-0.027	1     	FALSE	-0.00083	1     	FALSE	0.026 	1     	FALSE
Glyma.12G191700.Wm82.a4.v1	0.11  	NA    	NA	0.072 	NA    	NA	-0.04 	NA    	NA
Glyma.12G191800.Wm82.a4.v1	0.43  	0.61  	FALSE	0.15  	0.98  	FALSE	-0.28 	0.99  	FALSE
Glyma.12G191900.Wm82.a4.v1	0.14  	1     	FALSE	-0.18 	0.98  	FALSE	-0.32 	0.99  	FALSE
Glyma.12G192000.Wm82.a4.v1	-0.035	1     	FALSE	0.07  	0.99  	FALSE	0.1   	0.99  	FALSE
Glyma.12G192100.Wm82.a4.v1	-0.064	1     	FALSE	-0.3  	0.87  	FALSE	-0.24 	0.99  	FALSE
Glyma.12G192200.Wm82.a4.v1	0.086 	1     	FALSE	-0.1  	0.99  	FALSE	-0.19 	0.99  	FALSE
Glyma.12G192300.Wm82.a4.v1	0.29  	1     	FALSE	0.47  	0.52  	FALSE	0.18  	0.99  	FALSE
Glyma.12G192401.Wm82.a4.v1	0     	NA    	NA	-0.013	NA    	NA	-0.012	NA    	NA
Glyma.12G192500.Wm82.a4.v1	0.11  	1     	FALSE	0.21  	0.97  	FALSE	0.093 	0.99  	FALSE
Glyma.12G192600.Wm82.a4.v1	0.19  	1     	FALSE	0.27  	0.96  	FALSE	0.072 	1     	FALSE
Glyma.12G192700.Wm82.a4.v1	0.022 	1     	FALSE	0.063 	0.99  	FALSE	0.041 	1     	FALSE
Glyma.12G192800.Wm82.a4.v1	-0.42 	0.75  	FALSE	-0.28 	0.93  	FALSE	0.13  	0.99  	FALSE
Glyma.12G192900.Wm82.a4.v1	0.092 	1     	FALSE	0.19  	0.98  	FALSE	0.097 	0.99  	FALSE
Glyma.12G193000.Wm82.a4.v1	-0.1  	1     	FALSE	0.18  	0.97  	FALSE	0.28  	0.99  	FALSE
Glyma.12G193100.Wm82.a4.v1	-0.14 	1     	FALSE	-0.1  	0.99  	FALSE	0.041 	1     	FALSE
Glyma.12G193400.Wm82.a4.v1	-0.016	NA    	NA	-0.034	NA    	NA	-0.018	NA    	NA
Glyma.12G193500.Wm82.a4.v1	0.18  	1     	FALSE	0.24  	0.87  	FALSE	0.054 	1     	FALSE
Glyma.12G193600.Wm82.a4.v1	0.11  	1     	FALSE	0.26  	0.92  	FALSE	0.15  	0.99  	FALSE
Glyma.12G193700.Wm82.a4.v1	0.027 	1     	FALSE	-0.084	0.99  	FALSE	-0.11 	0.99  	FALSE
Glyma.12G193800.Wm82.a4.v1	0.19  	1     	FALSE	0.29  	0.49  	FALSE	0.1   	0.99  	FALSE
Glyma.12G193900.Wm82.a4.v1	0.13  	NA    	NA	0.1   	NA    	NA	-0.024	NA    	NA
Glyma.12G194000.Wm82.a4.v1	-0.027	1     	FALSE	0.076 	0.99  	FALSE	0.1   	0.99  	FALSE
