Geneid	NPYCT	NPYCU	NSNCH	NPYCW	NPYCX	NPYCZ	NPYCY	NPYGA	NPYGB
Glyma.10G022551.Wm82.a4.v1	5.07	4.13	3.48	5.12	4.16	4.11	3.78	4.66	2.73
Glyma.10G022600.Wm82.a4.v1	10.06	7.94	8.81	9.95	8.24	7.54	7.85	9.25	9.38
Glyma.10G022700.Wm82.a4.v1	11.32	12.30	10.50	12.46	13.40	11.31	13.71	10.57	7.40
Glyma.10G022800.Wm82.a4.v1	5.14	5.76	3.99	6.01	4.16	5.31	4.45	4.26	3.47
Glyma.10G022900.Wm82.a4.v1	28.75	28.63	25.01	32.80	32.21	37.16	42.30	23.25	25.61
Glyma.10G023000.Wm82.a4.v1	10.14	10.53	9.31	8.81	10.51	10.10	9.98	6.93	5.35
Glyma.10G023100.Wm82.a4.v1	4.40	4.31	5.63	4.23	3.85	4.73	2.61	4.85	3.69
Glyma.10G023200.Wm82.a4.v1	12.49	12.52	10.36	12.76	12.12	17.01	12.41	10.99	12.06
Glyma.10G023300.Wm82.a4.v1	3.33	4.41	2.70	4.26	4.82	5.71	4.98	3.50	3.09
Glyma.10G023400.Wm82.a4.v1	6.17	4.57	5.20	4.65	4.36	6.43	5.70	4.01	3.88
Glyma.10G023500.Wm82.a4.v1	6.92	6.70	8.30	6.92	8.48	4.92	7.10	5.54	5.48
Glyma.10G023600.Wm82.a4.v1	10.02	9.39	7.61	9.64	8.57	9.75	8.31	10.53	13.52
Glyma.10G023700.Wm82.a4.v1	2.03	1.94	1.40	2.22	2.22	2.08	2.29	1.92	1.34
Glyma.10G023800.Wm82.a4.v1	29.06	30.86	33.87	32.34	28.33	34.53	34.22	31.24	18.72
Glyma.10G023900.Wm82.a4.v1	47.14	46.73	42.78	41.15	42.47	28.21	34.06	33.34	27.22
Glyma.10G024000.Wm82.a4.v1	17.19	13.44	17.67	15.54	16.79	31.14	36.49	29.80	23.54
Glyma.10G024100.Wm82.a4.v1	8.31	8.45	6.00	8.43	7.61	8.15	9.58	7.80	6.28
Glyma.10G024200.Wm82.a4.v1	13.78	13.82	13.00	15.31	13.37	15.92	18.97	13.40	14.01
Glyma.10G024300.Wm82.a4.v1	22.92	24.54	23.14	25.93	21.92	27.20	27.96	22.88	24.97
Glyma.10G024400.Wm82.a4.v1	2.87	2.56	2.06	1.84	1.75	2.85	2.00	1.96	2.56
Glyma.10G024500.Wm82.a4.v1	7.61	8.79	6.87	9.08	8.39	6.74	8.69	6.20	3.68
Glyma.10G024600.Wm82.a4.v1	7.08	7.18	8.53	16.10	33.90	9.16	19.03	13.32	10.17
Glyma.10G024800.Wm82.a4.v1	2.22	1.06	3.94	6.55	7.89	2.38	4.22	3.07	10.74
Glyma.10G024900.Wm82.a4.v1	26.10	25.57	34.09	68.72	17.85	80.76	75.18	45.61	74.22
Glyma.10G025000.Wm82.a4.v1	15.30	14.82	14.88	16.45	16.01	20.68	20.88	13.55	15.60
Glyma.10G025100.Wm82.a4.v1	7.36	6.50	5.87	7.68	6.81	7.57	6.87	6.90	8.29
Glyma.10G025200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G025300.Wm82.a4.v1	1.73	3.55	2.37	1.62	2.44	2.25	0.52	0.66	4.71
Glyma.10G025400.Wm82.a4.v1	23.90	23.13	23.66	19.31	23.27	22.15	18.71	22.99	26.32
Glyma.10G025500.Wm82.a4.v1	9.81	9.08	10.00	11.38	9.17	9.03	11.74	8.32	12.07
Glyma.10G025600.Wm82.a4.v1	0.77	0.83	1.02	0.36	0.62	0.41	2.86	1.60	1.09
Glyma.10G025700.Wm82.a4.v1	3.57	4.13	3.40	4.69	3.22	7.22	8.64	5.39	7.01
Glyma.10G025800.Wm82.a4.v1	53.63	50.47	50.11	33.57	27.07	54.65	53.38	50.64	86.33
Glyma.10G025900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00
Glyma.10G026000.Wm82.a4.v1	0.00	0.08	0.03	0.00	0.03	0.00	0.03	0.03	0.07
Glyma.10G026100.Wm82.a4.v1	4.51	5.05	3.60	5.19	4.76	4.15	5.57	5.00	3.45
Glyma.10G026151.Wm82.a4.v1	3.29	3.89	2.88	3.51	3.52	3.50	4.14	3.12	4.48
Glyma.10G026200.Wm82.a4.v1	1.81	1.38	1.24	1.43	1.46	1.85	1.76	1.46	0.83
Glyma.10G026300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G026400.Wm82.a4.v1	2.50	2.58	1.86	2.94	2.36	2.26	2.68	1.97	1.88
Glyma.10G026600.Wm82.a4.v1	0.10	0.37	0.17	0.40	0.22	0.45	0.36	0.22	0.34
Glyma.10G026700.Wm82.a4.v1	22.36	23.06	24.03	21.39	20.75	20.30	22.44	20.31	27.22
Glyma.10G026800.Wm82.a4.v1	3.44	3.27	3.54	4.06	4.26	3.78	5.00	3.66	5.81
Glyma.10G026900.Wm82.a4.v1	0.53	0.38	0.33	0.39	0.44	0.42	0.63	0.38	0.17
Glyma.10G027000.Wm82.a4.v1	29.77	29.04	25.89	32.00	33.54	26.02	38.61	21.94	9.52
Glyma.10G027100.Wm82.a4.v1	11.33	10.32	12.82	12.24	11.35	13.84	13.57	11.99	9.07
Glyma.10G027200.Wm82.a4.v1	2.24	1.62	2.32	2.41	2.40	0.96	2.05	3.74	3.99
Glyma.10G027300.Wm82.a4.v1	1.17	1.16	0.74	1.95	1.12	1.06	1.20	1.67	1.50
Glyma.10G027400.Wm82.a4.v1	29.56	28.20	30.73	32.60	25.32	31.42	29.53	29.18	22.02
Glyma.10G027500.Wm82.a4.v1	4.73	3.98	4.73	4.83	3.65	2.40	5.26	6.43	3.61
Glyma.10G027600.Wm82.a4.v1	0.98	0.35	0.60	0.51	0.87	0.09	1.12	0.34	0.66
Glyma.10G027700.Wm82.a4.v1	1.68	1.41	3.17	0.89	2.24	2.26	4.00	3.35	4.98
Glyma.10G027800.Wm82.a4.v1	48.03	48.98	44.99	60.19	53.86	47.77	63.86	41.30	11.14
Glyma.10G027900.Wm82.a4.v1	9.25	9.60	7.99	11.62	10.60	17.26	16.25	8.01	5.62
Glyma.10G028000.Wm82.a4.v1	13.38	13.36	12.53	13.58	12.16	13.13	16.58	14.22	13.51
Glyma.10G028100.Wm82.a4.v1	29.76	34.38	21.95	10.22	19.68	22.62	31.01	35.86	22.87
Glyma.10G028200.Wm82.a4.v1	1.33	2.36	1.16	0.91	0.84	1.39	1.67	1.95	0.66
Glyma.10G028300.Wm82.a4.v1	1.79	1.87	1.51	1.05	1.18	1.04	1.92	2.21	1.11
Glyma.10G028400.Wm82.a4.v1	0.86	1.75	0.75	1.29	1.42	0.77	1.32	0.86	0.49
Glyma.10G028600.Wm82.a4.v1	6.15	4.98	8.08	5.26	7.63	7.93	6.69	6.34	10.13
Glyma.10G028700.Wm82.a4.v1	12.07	12.08	12.23	12.14	12.67	10.02	15.15	5.14	8.60
Glyma.10G028800.Wm82.a4.v1	13.93	13.27	12.53	15.55	15.41	16.29	17.45	11.85	11.21
Glyma.10G028900.Wm82.a4.v1	54.44	50.46	45.63	59.39	62.89	35.61	56.52	52.72	53.49
Glyma.10G029000.Wm82.a4.v1	3.99	3.52	3.40	5.02	5.40	4.14	7.17	3.41	3.69
Glyma.10G029100.Wm82.a4.v1	6.00	7.07	4.67	8.29	4.91	8.46	9.17	4.62	5.67
Glyma.10G029200.Wm82.a4.v1	3.99	3.59	4.76	4.42	2.13	5.00	5.51	3.46	2.42
Glyma.10G029300.Wm82.a4.v1	0.07	0.05	0.20	0.04	0.03	0.00	0.07	0.03	0.00
Glyma.10G029400.Wm82.a4.v1	16.14	16.82	16.48	15.14	16.88	18.78	18.78	17.22	16.33
Glyma.10G029500.Wm82.a4.v1	9.29	9.18	8.58	9.53	9.38	8.76	10.90	8.45	5.81
Glyma.10G029600.Wm82.a4.v1	1.30	2.44	1.43	1.50	1.39	2.49	2.84	0.24	0.37
Glyma.10G029700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.03	0.03	0.00	0.00
Glyma.10G029800.Wm82.a4.v1	6.18	6.38	5.57	6.91	7.10	6.83	8.20	5.54	6.60
Glyma.10G029950.Wm82.a4.v1	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.83
Glyma.10G030000.Wm82.a4.v1	3.91	4.10	3.87	4.28	4.19	3.59	5.26	3.22	2.85
Glyma.10G030100.Wm82.a4.v1	4.46	4.87	4.10	6.29	4.54	3.52	7.02	3.09	0.99
Glyma.10G030200.Wm82.a4.v1	1.15	0.62	1.53	0.36	0.00	0.15	1.31	0.15	0.00
Glyma.10G030300.Wm82.a4.v1	10.70	9.51	7.20	10.80	9.73	9.17	13.01	9.94	8.09
Glyma.10G030400.Wm82.a4.v1	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G030500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G030600.Wm82.a4.v1	25.84	28.66	25.61	29.57	31.16	29.50	29.01	33.29	18.47
Glyma.10G030700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G030800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G030900.Wm82.a4.v1	6.66	5.67	5.01	8.46	6.79	7.56	7.91	7.07	7.39
Glyma.10G031000.Wm82.a4.v1	29.18	27.83	34.84	35.98	32.82	23.64	38.18	31.27	23.75
Glyma.10G031100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00
Glyma.10G031200.Wm82.a4.v1	43.35	47.17	44.13	52.31	48.00	29.83	40.80	43.37	62.14
Glyma.10G031300.Wm82.a4.v1	12.38	12.71	12.90	10.65	13.30	13.89	15.32	13.16	10.72
Glyma.10G031400.Wm82.a4.v1	6.82	6.72	6.15	7.72	7.78	5.50	6.67	6.47	4.63
Glyma.10G031500.Wm82.a4.v1	7.00	6.99	6.82	7.17	6.10	7.91	8.14	6.02	5.75
Glyma.10G031600.Wm82.a4.v1	8.78	9.83	8.35	8.04	8.15	8.44	10.60	8.18	8.40
Glyma.10G031700.Wm82.a4.v1	19.61	20.13	17.97	20.23	19.16	24.33	22.78	21.97	19.95
Glyma.10G031800.Wm82.a4.v1	2.05	2.08	1.97	3.84	3.24	1.39	2.69	3.16	2.21
Glyma.10G031900.Wm82.a4.v1	22.81	23.47	22.55	29.67	26.35	20.45	29.73	21.06	17.96
Glyma.10G032000.Wm82.a4.v1	3.54	4.31	3.46	3.47	3.51	3.05	3.35	3.35	2.98
Glyma.10G032100.Wm82.a4.v1	17.61	16.23	17.01	16.04	16.24	16.89	18.53	17.38	13.51
Glyma.10G032200.Wm82.a4.v1	4.29	4.71	6.40	2.20	3.71	7.57	3.85	7.44	5.28
Glyma.10G032300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G032400.Wm82.a4.v1	2.82	3.39	2.57	2.63	3.60	1.97	2.72	2.82	1.64
Glyma.10G032500.Wm82.a4.v1	1.86	1.97	1.58	1.39	1.12	1.18	1.90	1.40	0.95
Glyma.10G032600.Wm82.a4.v1	0.34	0.26	0.43	0.49	0.53	0.47	0.38	0.32	0.25
Glyma.10G032700.Wm82.a4.v1	0.00	0.05	0.00	0.00	0.00	0.07	0.18	0.07	0.05
Glyma.10G032800.Wm82.a4.v1	1.33	1.10	1.91	1.91	1.68	1.55	1.35	1.54	2.17
Glyma.10G032900.Wm82.a4.v1	12.87	12.56	11.39	12.61	11.32	13.91	15.42	12.59	9.09
Glyma.10G033100.Wm82.a4.v1	286.55	266.77	281.88	306.20	267.51	280.62	284.99	281.11	307.64
Glyma.10G033200.Wm82.a4.v1	0.36	2.10	1.46	0.00	1.17	0.39	0.83	1.14	0.59
Glyma.10G033300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G033400.Wm82.a4.v1	1.22	2.63	3.24	6.16	6.50	1.96	1.39	1.90	0.98
Glyma.10G033500.Wm82.a4.v1	0.00	0.00	0.11	0.12	0.00	0.00	0.04	0.03	0.00
Glyma.10G033700.Wm82.a4.v1	6.06	8.73	3.77	15.35	10.15	15.20	18.94	4.62	0.98
Glyma.10G033900.Wm82.a4.v1	8.65	8.02	8.39	8.66	9.27	7.50	8.57	9.82	5.81
Glyma.10G034000.Wm82.a4.v1	15.37	13.67	12.35	16.47	16.60	16.54	16.27	12.43	14.77
Glyma.10G034100.Wm82.a4.v1	4.84	4.55	4.14	5.48	5.72	3.76	4.00	3.64	6.49
Glyma.10G034200.Wm82.a4.v1	0.03	0.05	0.02	0.04	0.07	0.03	0.00	0.00	0.05
Glyma.10G034300.Wm82.a4.v1	21.05	21.35	23.69	21.64	21.28	22.81	24.27	19.01	16.38
Glyma.10G034351.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G034400.Wm82.a4.v1	0.65	0.66	0.49	0.89	0.68	0.57	0.75	0.60	0.36
Glyma.10G034500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G034600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G034700.Wm82.a4.v1	7.15	6.77	9.12	7.24	7.64	6.92	4.67	6.80	6.93
Glyma.10G034800.Wm82.a4.v1	9.78	12.82	10.71	12.32	11.12	9.45	8.92	9.04	16.98
Glyma.10G034900.Wm82.a4.v1	0.08	0.08	0.13	0.07	0.06	0.24	0.10	0.06	0.09
Glyma.10G035000.Wm82.a4.v1	0.00	0.37	0.23	0.00	0.18	0.18	0.20	0.09	0.28
Glyma.10G035100.Wm82.a4.v1	3.54	4.82	3.25	7.14	7.04	1.95	3.49	2.29	6.64
Glyma.10G035200.Wm82.a4.v1	4.51	3.30	3.53	4.48	4.02	2.83	4.80	3.23	3.49
Glyma.10G035300.Wm82.a4.v1	114.90	113.17	76.28	121.77	123.19	113.40	117.48	115.09	115.73
Glyma.10G035400.Wm82.a4.v1	8.24	8.60	7.30	5.80	6.72	8.17	10.34	12.48	4.85
Glyma.10G035500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G035600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G035700.Wm82.a4.v1	7.97	7.84	8.44	8.12	8.72	6.97	8.88	10.84	5.78
Glyma.10G035800.Wm82.a4.v1	3.60	3.54	3.44	3.63	4.93	4.30	3.88	3.36	2.66
Glyma.10G035900.Wm82.a4.v1	3.87	4.54	3.97	4.27	5.03	4.56	3.04	3.43	2.76
Glyma.10G036000.Wm82.a4.v1	0.17	0.00	0.41	0.35	0.18	0.06	0.38	0.63	0.09
Glyma.10G036100.Wm82.a4.v1	1.13	1.37	1.74	1.35	1.08	0.45	1.42	0.31	1.92
Glyma.10G036200.Wm82.a4.v1	0.35	0.50	0.23	0.00	0.00	0.00	0.00	0.36	0.00
Glyma.10G036300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G036600.Wm82.a4.v1	7.98	6.22	6.64	10.31	10.83	12.68	3.80	9.68	6.18
Glyma.10G036700.Wm82.a4.v1	8.56	6.25	5.78	6.41	8.50	7.12	6.48	10.41	3.51
Glyma.10G036800.Wm82.a4.v1	0.51	0.54	0.37	0.24	0.10	0.20	0.16	0.19	0.15
Glyma.10G036900.Wm82.a4.v1	9.98	9.09	10.16	12.83	9.83	11.22	10.28	10.81	11.03
Glyma.10G037001.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G037100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G037200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G037300.Wm82.a4.v1	7.62	8.02	7.36	8.30	8.93	7.11	9.56	5.79	4.38
Glyma.10G037400.Wm82.a4.v1	4.42	8.00	6.30	6.26	5.70	4.94	4.16	5.64	6.94
Glyma.10G037500.Wm82.a4.v1	2.31	2.16	1.92	2.70	2.50	2.51	3.16	2.67	2.00
Glyma.10G037600.Wm82.a4.v1	0.18	0.13	0.18	0.00	0.09	0.29	0.10	0.46	0.00
Glyma.10G037700.Wm82.a4.v1	0.64	0.59	0.48	0.55	0.38	0.85	0.76	0.56	0.58
Glyma.10G037900.Wm82.a4.v1	7.19	6.44	5.59	7.26	6.36	5.73	8.14	4.01	4.98
Glyma.10G038000.Wm82.a4.v1	24.99	26.78	23.35	29.22	29.33	22.94	25.78	21.89	23.74
Glyma.10G038100.Wm82.a4.v1	19.32	21.18	20.13	18.85	18.39	18.76	17.45	20.75	11.72
Glyma.10G038200.Wm82.a4.v1	1.60	2.08	1.81	2.03	1.37	5.16	1.28	2.00	0.78
Glyma.10G038300.Wm82.a4.v1	0.99	0.65	0.24	1.70	0.86	0.67	1.13	1.12	0.14
Glyma.10G038400.Wm82.a4.v1	4.82	4.32	3.49	4.52	4.69	4.75	5.91	4.47	1.85
Glyma.10G038500.Wm82.a4.v1	2.30	2.28	1.77	1.27	1.23	0.62	0.58	0.52	0.46
Glyma.10G038600.Wm82.a4.v1	23.66	23.09	20.69	24.45	23.39	21.72	24.08	21.30	14.32
Glyma.10G038700.Wm82.a4.v1	3.18	3.47	3.22	3.64	3.98	3.14	3.72	2.75	1.64
Glyma.10G038800.Wm82.a4.v1	0.08	0.11	0.05	0.00	0.08	0.17	0.09	0.33	0.13
Glyma.10G038900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G039000.Wm82.a4.v1	65.78	62.94	62.38	65.73	69.55	62.87	63.13	58.27	74.15
Glyma.10G039100.Wm82.a4.v1	7.88	6.04	9.23	6.59	8.15	4.78	6.97	8.06	6.98
Glyma.10G039200.Wm82.a4.v1	5.96	7.23	5.54	6.32	6.39	6.68	8.75	5.22	5.18
Glyma.10G039300.Wm82.a4.v1	6.78	8.18	7.73	9.79	7.29	9.70	11.13	7.14	7.84
Glyma.10G039400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.03	0.09	0.00	0.00
Glyma.10G039500.Wm82.a4.v1	10.22	10.48	10.96	12.49	11.59	11.13	12.56	11.65	11.53
Glyma.10G039551.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G039602.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00	0.00
Glyma.10G039652.Wm82.a4.v1	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00
Glyma.10G039700.Wm82.a4.v1	10.83	11.65	8.24	11.81	11.82	11.08	10.20	8.77	7.26
Glyma.10G039800.Wm82.a4.v1	3.99	3.61	3.79	7.35	3.53	7.22	9.76	4.50	5.15
Glyma.10G039900.Wm82.a4.v1	347.65	360.18	453.78	383.12	343.67	333.09	323.77	333.82	551.14
Glyma.10G040000.Wm82.a4.v1	3.45	3.76	2.98	2.99	2.25	2.99	3.18	3.24	3.68
Glyma.10G040100.Wm82.a4.v1	0.27	0.36	0.18	0.36	0.26	0.14	0.33	0.16	0.15
Glyma.10G040200.Wm82.a4.v1	61.95	61.07	86.09	59.33	49.65	42.26	52.64	55.12	82.64
Glyma.10G040300.Wm82.a4.v1	1.20	0.65	1.15	2.18	1.28	0.64	1.37	1.25	1.45
Glyma.10G040400.Wm82.a4.v1	2.18	2.96	2.58	3.42	2.71	2.13	2.57	2.30	1.95
Glyma.10G040500.Wm82.a4.v1	3.20	3.10	3.29	3.36	4.82	2.06	3.66	1.88	2.50
Glyma.10G040600.Wm82.a4.v1	0.08	0.22	0.00	0.00	0.08	0.08	0.43	0.55	0.00
Glyma.10G040700.Wm82.a4.v1	10.69	10.17	8.61	9.20	10.40	6.78	7.96	11.75	8.56
Glyma.10G040800.Wm82.a4.v1	13.94	15.58	11.31	14.06	13.43	13.19	14.88	13.76	7.06
Glyma.10G040900.Wm82.a4.v1	5.27	4.13	5.29	5.48	4.96	4.10	4.98	4.83	6.48
Glyma.10G041000.Wm82.a4.v1	0.34	0.16	0.18	0.24	0.12	0.32	0.04	0.08	0.30
Glyma.10G041100.Wm82.a4.v1	3.73	3.81	2.67	2.94	3.14	2.53	3.16	2.48	2.66
Glyma.10G041200.Wm82.a4.v1	8.51	9.44	11.11	16.88	10.44	16.18	14.59	10.88	10.03
Glyma.10G041300.Wm82.a4.v1	0.90	0.89	0.78	0.64	0.58	0.85	0.75	0.90	1.06
Glyma.10G041400.Wm82.a4.v1	5.22	4.55	3.97	3.54	4.64	3.66	4.30	4.35	2.67
Glyma.10G041500.Wm82.a4.v1	3.17	2.84	2.69	3.70	2.81	2.49	3.41	3.32	3.61
Glyma.10G041600.Wm82.a4.v1	8.96	9.31	9.89	10.37	7.45	9.35	8.04	11.25	10.44
Glyma.10G041700.Wm82.a4.v1	6.14	5.90	4.87	7.59	7.56	4.80	7.22	5.15	1.74
Glyma.10G041800.Wm82.a4.v1	5.80	6.77	6.04	5.88	7.03	4.22	4.30	2.24	5.36
Glyma.10G041900.Wm82.a4.v1	32.82	33.66	26.08	32.59	33.08	29.03	28.63	32.15	37.19
Glyma.10G042000.Wm82.a4.v1	10.10	10.43	9.31	6.18	7.11	16.47	5.10	8.76	8.57
Glyma.10G042100.Wm82.a4.v1	9.27	10.36	8.70	7.90	8.69	17.99	8.65	10.33	8.10
Glyma.10G042201.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G042300.Wm82.a4.v1	1.43	1.44	0.95	1.85	1.87	1.17	1.70	1.37	1.20
Glyma.10G042400.Wm82.a4.v1	14.51	13.99	10.83	14.63	14.45	16.13	16.43	14.59	13.18
Glyma.10G042500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G042600.Wm82.a4.v1	2.52	2.47	2.04	3.09	2.85	1.98	2.70	2.61	1.12
Glyma.10G042800.Wm82.a4.v1	0.31	0.41	0.17	0.54	0.28	0.56	0.63	0.40	0.31
Glyma.10G042900.Wm82.a4.v1	4.85	4.40	4.94	5.83	4.77	5.42	5.88	4.94	5.56
Glyma.10G042950.Wm82.a4.v1	0.00	0.10	0.04	0.00	0.14	0.07	0.00	0.00	0.00
Glyma.10G043000.Wm82.a4.v1	65.68	61.36	75.64	61.05	61.47	62.16	60.46	60.08	80.25
Glyma.10G043100.Wm82.a4.v1	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G043200.Wm82.a4.v1	213.85	222.50	210.84	284.42	232.66	282.63	369.58	192.08	191.38
Glyma.10G043300.Wm82.a4.v1	26.45	23.91	22.16	25.70	22.84	27.07	31.80	23.91	25.28
Glyma.10G043400.Wm82.a4.v1	2.41	1.95	2.31	2.28	2.53	1.69	2.38	1.67	2.07
Glyma.10G043600.Wm82.a4.v1	10.54	10.44	12.62	12.17	9.35	10.33	10.82	8.74	10.22
Glyma.10G043700.Wm82.a4.v1	1.23	1.08	1.13	1.24	1.66	0.74	2.10	2.00	0.32
Glyma.10G043800.Wm82.a4.v1	1.14	1.78	1.49	0.87	1.03	0.92	1.26	1.22	1.28
Glyma.10G043900.Wm82.a4.v1	3.20	1.98	2.77	2.37	3.16	2.95	3.23	2.34	1.95
Glyma.10G044000.Wm82.a4.v1	144.92	145.21	154.15	122.52	132.34	143.23	131.72	139.08	274.02
Glyma.10G044200.Wm82.a4.v1	6.95	8.58	5.98	7.59	8.44	8.60	9.45	6.18	4.91
Glyma.10G044300.Wm82.a4.v1	2.78	2.54	1.98	2.34	2.34	1.91	2.66	2.51	1.35
Glyma.10G044400.Wm82.a4.v1	30.94	31.43	23.84	35.25	32.13	34.01	33.82	27.48	32.43
Glyma.10G044500.Wm82.a4.v1	0.65	0.00	0.00	0.28	0.00	0.47	0.50	0.68	0.70
Glyma.10G044550.Wm82.a4.v1	90.47	104.59	86.33	121.58	95.47	56.40	98.29	82.49	55.94
Glyma.10G044600.Wm82.a4.v1	2.74	0.61	3.23	4.27	4.73	2.72	1.69	3.94	4.42
Glyma.10G044700.Wm82.a4.v1	19.92	21.72	16.76	20.13	24.87	15.31	16.29	22.56	12.27
Glyma.10G044800.Wm82.a4.v1	1.99	1.21	1.31	0.53	0.35	1.12	0.40	0.58	0.79
Glyma.10G044900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G045000.Wm82.a4.v1	4.86	3.83	3.41	6.77	5.52	3.58	5.51	4.16	3.32
Glyma.10G045100.Wm82.a4.v1	3.63	3.24	3.32	3.33	2.79	1.62	2.60	2.45	3.63
Glyma.10G045200.Wm82.a4.v1	2.05	1.64	2.20	2.31	2.07	1.10	1.04	1.90	2.58
Glyma.10G045300.Wm82.a4.v1	0.00	0.22	0.31	0.97	0.33	0.17	0.53	0.00	1.24
Glyma.10G045400.Wm82.a4.v1	65.78	54.34	60.63	34.85	58.06	38.80	37.59	37.19	85.78
Glyma.10G045500.Wm82.a4.v1	3.01	3.05	3.00	3.30	3.34	2.08	2.38	2.45	2.95
Glyma.10G045600.Wm82.a4.v1	6.54	6.61	6.24	6.78	6.27	4.75	5.79	6.63	5.77
Glyma.10G045700.Wm82.a4.v1	0.00	0.00	0.00	0.08	0.07	0.00	0.14	0.00	0.00
Glyma.10G045800.Wm82.a4.v1	30.58	30.70	31.62	30.48	34.02	27.83	29.90	33.89	22.31
Glyma.10G045900.Wm82.a4.v1	47.44	43.83	52.16	46.15	46.39	45.39	44.54	50.39	85.99
Glyma.10G046000.Wm82.a4.v1	1.89	1.00	2.15	0.24	1.15	1.02	0.58	1.38	0.82
Glyma.10G046100.Wm82.a4.v1	0.17	0.79	0.34	0.11	0.36	0.72	0.05	0.39	0.20
Glyma.10G046200.Wm82.a4.v1	1.38	2.90	1.70	0.94	1.36	1.37	1.33	1.43	3.77
Glyma.10G046300.Wm82.a4.v1	0.06	0.06	0.04	0.09	0.03	0.06	0.10	0.01	0.07
Glyma.10G046400.Wm82.a4.v1	3.29	3.10	3.20	3.03	3.55	3.46	3.28	3.45	1.99
Glyma.10G046500.Wm82.a4.v1	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.14
Glyma.10G046600.Wm82.a4.v1	42.20	40.19	46.55	41.68	45.36	40.78	43.59	47.12	51.34
Glyma.10G046700.Wm82.a4.v1	0.30	0.21	0.20	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G046800.Wm82.a4.v1	0.30	0.29	0.73	0.38	0.32	0.43	0.34	0.41	0.00
Glyma.10G046851.Wm82.a4.v1	0.10	0.15	0.20	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G046900.Wm82.a4.v1	9.37	7.91	6.59	7.61	7.64	7.16	9.41	4.62	6.34
Glyma.10G047000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G047100.Wm82.a4.v1	7.63	8.39	6.60	24.58	15.88	19.85	12.63	20.61	7.36
Glyma.10G047150.Wm82.a4.v1	1.33	0.00	0.15	0.84	0.95	1.19	1.01	0.23	0.00
Glyma.10G047200.Wm82.a4.v1	4.75	3.55	3.93	5.01	4.51	4.54	6.13	4.39	4.83
