Geneid	NPYCT	NPYCU	NSNCH	NPYCW	NPYCX	NPYCZ	NPYCY	NPYGA	NPYGB
Glyma.10G047300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G047400.Wm82.a4.v1	1.49	0.91	1.56	1.09	1.96	1.11	1.11	1.85	1.20
Glyma.10G047500.Wm82.a4.v1	0.99	1.22	0.78	0.71	0.70	0.96	1.07	1.86	0.61
Glyma.10G047600.Wm82.a4.v1	2.21	2.07	1.58	2.09	2.16	2.63	2.89	2.41	1.63
Glyma.10G047700.Wm82.a4.v1	49.77	54.94	53.83	51.07	58.57	31.05	40.09	31.65	52.51
Glyma.10G047750.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G047800.Wm82.a4.v1	1.73	1.87	1.52	2.13	1.81	1.39	2.51	1.82	1.46
Glyma.10G047900.Wm82.a4.v1	16.33	17.00	15.81	15.24	16.93	20.23	16.72	14.67	13.78
Glyma.10G048000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G048100.Wm82.a4.v1	25.52	27.20	21.66	34.97	31.43	31.91	40.22	25.60	17.34
Glyma.10G048200.Wm82.a4.v1	9.75	9.73	11.26	9.64	9.64	12.33	10.73	8.22	10.91
Glyma.10G048300.Wm82.a4.v1	13.75	15.23	15.41	13.85	13.41	12.54	13.69	12.68	13.55
Glyma.10G048400.Wm82.a4.v1	53.53	53.02	54.08	52.06	48.05	48.93	52.55	49.16	67.95
Glyma.10G048500.Wm82.a4.v1	5.54	5.43	4.22	5.32	3.66	5.40	5.60	3.73	3.07
Glyma.10G048533.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G048566.Wm82.a4.v1	0.00	0.00	0.00	0.00	1.17	0.00	1.25	2.27	0.00
Glyma.10G048600.Wm82.a4.v1	225.71	216.36	267.81	225.30	204.52	185.46	188.87	236.00	238.57
Glyma.10G048700.Wm82.a4.v1	8.04	7.64	5.69	8.77	8.75	6.96	11.15	6.84	4.48
Glyma.10G048800.Wm82.a4.v1	1.64	1.67	1.23	1.57	1.58	1.52	1.35	1.37	0.76
Glyma.10G048900.Wm82.a4.v1	32.15	33.36	36.78	38.61	33.30	33.01	33.86	30.59	24.64
Glyma.10G049000.Wm82.a4.v1	19.35	26.85	13.37	28.13	16.08	23.87	22.12	36.54	47.48
Glyma.10G049100.Wm82.a4.v1	14.69	15.04	10.57	13.12	13.36	14.33	16.90	9.47	7.95
Glyma.10G049200.Wm82.a4.v1	7.41	7.25	8.21	6.45	5.51	10.12	9.89	7.76	4.12
Glyma.10G049300.Wm82.a4.v1	0.89	1.17	0.91	1.12	1.70	1.39	1.48	1.19	0.90
Glyma.10G049400.Wm82.a4.v1	206.92	199.71	233.89	217.12	216.16	139.31	181.78	99.98	364.78
Glyma.10G049500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G049600.Wm82.a4.v1	5.36	5.51	4.20	7.81	6.05	4.98	8.07	6.67	4.01
Glyma.10G049800.Wm82.a4.v1	4.57	4.73	4.75	5.39	5.18	4.80	4.83	4.83	1.99
Glyma.10G049900.Wm82.a4.v1	5.11	4.68	5.28	4.07	5.27	4.30	3.55	4.83	6.92
Glyma.10G050000.Wm82.a4.v1	27.77	30.25	28.82	29.96	30.81	24.29	28.18	29.65	26.54
Glyma.10G050100.Wm82.a4.v1	0.45	0.32	0.37	0.42	0.42	0.24	0.45	0.41	0.18
Glyma.10G050200.Wm82.a4.v1	0.72	1.49	0.66	0.74	1.01	0.87	0.67	0.98	0.73
Glyma.10G050300.Wm82.a4.v1	7.09	8.31	7.74	6.20	6.95	5.49	7.19	6.69	7.64
Glyma.10G050400.Wm82.a4.v1	2.71	3.20	2.07	2.70	2.32	1.33	1.77	2.03	1.65
Glyma.10G050450.Wm82.a4.v1	0.40	0.00	0.54	2.04	0.86	0.43	0.92	0.42	1.30
Glyma.10G050500.Wm82.a4.v1	1.54	1.27	1.83	1.25	2.11	2.24	3.26	1.94	2.66
Glyma.10G050600.Wm82.a4.v1	0.59	0.17	0.99	0.75	0.44	0.64	0.82	0.93	0.67
Glyma.10G050700.Wm82.a4.v1	47.69	43.58	66.36	49.74	54.65	48.72	49.68	57.38	87.89
Glyma.10G050800.Wm82.a4.v1	137.81	138.16	115.87	155.50	186.56	127.01	145.05	201.58	66.74
Glyma.10G050900.Wm82.a4.v1	0.08	0.24	0.38	0.31	0.26	0.18	0.47	0.34	0.27
Glyma.10G051000.Wm82.a4.v1	20.47	19.32	23.73	24.59	24.22	27.46	24.19	21.89	29.33
Glyma.10G051100.Wm82.a4.v1	14.47	13.87	16.35	12.13	12.01	10.76	13.07	11.34	12.00
Glyma.10G051200.Wm82.a4.v1	77.07	75.95	66.07	92.53	94.03	81.54	104.38	59.24	44.11
Glyma.10G051351.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G051400.Wm82.a4.v1	38.16	33.96	38.07	40.02	35.46	46.14	39.39	32.36	35.43
Glyma.10G051500.Wm82.a4.v1	14.40	16.78	14.80	19.17	12.31	19.62	26.72	16.23	7.80
Glyma.10G051600.Wm82.a4.v1	12.29	11.05	10.00	10.77	10.74	12.80	12.40	10.62	8.53
Glyma.10G051700.Wm82.a4.v1	10.82	10.72	8.56	7.71	6.50	5.81	3.09	1.41	9.84
Glyma.10G051800.Wm82.a4.v1	1.87	1.59	1.16	2.04	1.61	1.67	2.57	2.02	0.88
Glyma.10G051900.Wm82.a4.v1	7.39	5.81	5.84	8.37	6.53	7.79	12.89	6.36	8.40
Glyma.10G052000.Wm82.a4.v1	38.63	40.19	42.85	34.31	34.34	38.43	37.38	35.12	41.78
Glyma.10G052100.Wm82.a4.v1	2.15	2.07	3.82	0.91	4.60	0.77	2.46	4.47	4.63
Glyma.10G052200.Wm82.a4.v1	3.10	3.35	3.61	0.00	3.31	0.00	4.43	1.61	0.00
Glyma.10G052300.Wm82.a4.v1	0.85	0.70	1.13	0.61	1.04	0.65	1.52	0.38	0.00
Glyma.10G052400.Wm82.a4.v1	1.10	1.10	0.30	1.18	0.76	0.69	0.71	0.92	0.69
Glyma.10G052500.Wm82.a4.v1	6.01	6.16	4.87	5.26	6.95	4.59	5.24	3.80	4.31
Glyma.10G052600.Wm82.a4.v1	7.55	8.25	6.65	9.49	8.55	6.64	7.06	6.22	5.32
Glyma.10G052700.Wm82.a4.v1	100.36	98.42	128.52	85.14	98.15	80.83	78.00	98.71	157.99
Glyma.10G052850.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.05	0.00
Glyma.10G053000.Wm82.a4.v1	954.05	819.62	1090.53	941.10	922.70	1016.11	862.41	1163.46	1762.28
Glyma.10G053100.Wm82.a4.v1	210.28	207.57	288.95	217.00	198.62	210.76	188.76	240.31	309.91
Glyma.10G053200.Wm82.a4.v1	25.57	22.14	28.62	29.65	26.78	64.54	47.36	23.84	24.82
Glyma.10G053250.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G053300.Wm82.a4.v1	9.89	11.96	10.07	10.99	10.46	12.93	10.18	11.67	9.95
Glyma.10G053400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G053500.Wm82.a4.v1	6.32	6.35	6.06	6.05	7.55	6.98	7.36	6.28	5.36
Glyma.10G053602.Wm82.a4.v1	0.08	0.04	0.07	0.16	0.06	0.06	0.27	0.08	0.08
Glyma.10G053700.Wm82.a4.v1	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.04	0.00
Glyma.10G053800.Wm82.a4.v1	3.55	2.75	2.24	4.61	2.29	3.57	4.89	3.12	3.38
Glyma.10G053900.Wm82.a4.v1	0.06	0.12	0.10	0.11	0.12	0.09	0.07	0.05	0.03
Glyma.10G054000.Wm82.a4.v1	20.81	23.90	26.04	23.11	24.18	23.21	21.51	25.33	32.65
Glyma.10G054200.Wm82.a4.v1	0.05	0.00	0.00	0.00	0.00	0.05	0.00	0.05	0.00
Glyma.10G054300.Wm82.a4.v1	0.60	0.48	0.40	0.59	0.36	0.57	0.23	0.49	0.65
Glyma.10G054400.Wm82.a4.v1	6.05	6.59	6.66	5.70	6.31	6.42	7.00	6.59	5.68
Glyma.10G054500.Wm82.a4.v1	0.00	0.00	0.07	0.06	0.16	0.00	0.00	0.00	0.00
Glyma.10G054600.Wm82.a4.v1	0.00	0.00	0.04	0.20	0.00	0.07	0.00	0.05	0.04
Glyma.10G054700.Wm82.a4.v1	47.79	48.74	44.18	36.89	42.00	28.79	32.04	34.25	38.24
Glyma.10G054900.Wm82.a4.v1	2.10	1.48	1.37	1.86	2.00	1.96	2.35	1.58	1.30
Glyma.10G055000.Wm82.a4.v1	2.58	2.18	2.64	1.59	2.34	1.11	2.41	1.20	0.84
Glyma.10G055100.Wm82.a4.v1	4.58	4.76	3.21	5.24	5.09	4.00	5.05	3.68	3.82
Glyma.10G055200.Wm82.a4.v1	36.68	36.58	44.91	38.06	38.43	40.42	30.83	39.36	57.76
Glyma.10G055300.Wm82.a4.v1	272.56	278.93	325.56	304.91	274.80	415.36	332.99	295.33	220.99
Glyma.10G055350.Wm82.a4.v1	0.00	0.00	1.42	0.00	0.00	1.15	0.00	2.22	0.00
Glyma.10G055400.Wm82.a4.v1	3.75	2.16	3.50	4.75	4.41	4.84	4.29	5.07	2.42
Glyma.10G055500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G055600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G055700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G055750.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G055800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G055900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G056000.Wm82.a4.v1	0.46	1.33	0.92	0.39	1.97	0.83	1.23	0.80	3.23
Glyma.10G056100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G056200.Wm82.a4.v1	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00
Glyma.10G056300.Wm82.a4.v1	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.23	0.00
Glyma.10G056400.Wm82.a4.v1	0.00	0.00	0.39	1.12	0.16	0.32	0.51	0.31	0.00
Glyma.10G056500.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G056600.Wm82.a4.v1	0.00	0.00	0.14	0.00	0.23	0.00	0.00	0.45	1.39
Glyma.10G056700.Wm82.a4.v1	1.79	2.34	0.54	0.62	1.04	1.14	1.86	0.93	0.66
Glyma.10G056800.Wm82.a4.v1	17.98	22.55	19.82	18.83	17.94	21.56	15.02	20.19	24.51
Glyma.10G056900.Wm82.a4.v1	8.43	6.24	9.06	5.96	7.71	6.69	7.64	6.56	9.33
Glyma.10G057000.Wm82.a4.v1	16.94	16.81	12.26	16.17	16.10	15.62	13.81	16.39	19.65
Glyma.10G057100.Wm82.a4.v1	64.65	65.43	65.52	66.77	68.98	57.04	68.88	56.34	58.47
Glyma.10G057200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G057300.Wm82.a4.v1	2.11	2.05	2.18	1.94	2.51	2.13	1.72	2.20	2.60
Glyma.10G057400.Wm82.a4.v1	4.75	4.88	6.89	3.43	3.44	5.65	4.65	4.06	3.83
Glyma.10G057500.Wm82.a4.v1	5.13	4.56	4.52	3.19	4.03	4.54	4.09	3.54	2.37
Glyma.10G057600.Wm82.a4.v1	4.39	4.65	4.50	5.14	5.12	5.32	4.71	4.22	3.76
Glyma.10G057700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
Glyma.10G057800.Wm82.a4.v1	11.45	11.14	10.09	10.39	9.80	7.89	9.82	9.14	10.59
Glyma.10G057900.Wm82.a4.v1	1.33	1.60	1.33	0.28	0.47	1.43	0.25	0.46	1.79
Glyma.10G058000.Wm82.a4.v1	53.36	53.76	53.75	52.87	62.21	36.53	43.45	51.11	52.86
Glyma.10G058050.Wm82.a4.v1	0.00	1.03	0.48	0.00	0.77	0.00	0.00	0.00	1.16
Glyma.10G058100.Wm82.a4.v1	75.96	76.32	67.51	76.03	73.87	70.36	70.82	71.74	59.24
Glyma.10G058200.Wm82.a4.v1	340.59	328.24	320.85	244.66	257.06	242.27	271.90	246.02	220.01
Glyma.10G058300.Wm82.a4.v1	18.42	17.60	14.91	20.34	20.44	18.87	22.34	13.13	13.46
Glyma.10G058400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G058500.Wm82.a4.v1	48.11	46.19	45.04	49.02	43.55	49.75	51.39	60.59	63.86
Glyma.10G058600.Wm82.a4.v1	4.14	3.65	3.53	3.06	4.67	3.87	3.20	2.55	2.48
Glyma.10G058701.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G058800.Wm82.a4.v1	10.56	8.18	7.04	9.81	9.98	8.26	8.86	9.14	7.79
Glyma.10G058900.Wm82.a4.v1	3.42	3.28	4.00	3.00	3.11	2.76	4.16	3.15	2.81
Glyma.10G059000.Wm82.a4.v1	0.00	0.06	0.08	0.25	0.04	0.04	0.09	0.04	0.06
Glyma.10G059200.Wm82.a4.v1	49.73	49.52	45.55	23.91	44.85	23.47	28.78	27.44	28.33
Glyma.10G059400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G059500.Wm82.a4.v1	3.30	2.45	2.98	2.98	3.26	2.15	2.80	1.61	2.18
Glyma.10G059601.Wm82.a4.v1	5.07	3.65	3.04	4.50	4.34	2.45	5.51	1.32	1.23
Glyma.10G059700.Wm82.a4.v1	8.46	6.33	7.85	8.00	7.78	6.91	6.24	8.69	2.08
Glyma.10G059800.Wm82.a4.v1	18.85	18.13	22.51	20.53	18.27	20.13	23.15	15.41	24.12
Glyma.10G059900.Wm82.a4.v1	2.92	2.62	2.71	2.35	2.62	2.76	2.48	2.26	4.15
Glyma.10G060000.Wm82.a4.v1	25.71	24.49	21.44	23.84	27.86	21.29	24.68	21.23	17.90
Glyma.10G060100.Wm82.a4.v1	0.03	0.00	0.00	0.03	0.05	0.06	0.09	0.03	0.00
Glyma.10G060200.Wm82.a4.v1	8.45	8.24	6.56	8.04	8.66	7.31	7.83	6.49	5.48
Glyma.10G060300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00
Glyma.10G060500.Wm82.a4.v1	0.77	1.12	0.00	1.96	2.48	3.33	0.89	0.00	0.00
Glyma.10G060600.Wm82.a4.v1	0.71	0.97	0.92	1.44	1.53	0.81	1.01	0.52	0.34
Glyma.10G060700.Wm82.a4.v1	0.08	0.00	0.05	0.00	0.09	0.09	0.00	0.00	0.13
Glyma.10G060800.Wm82.a4.v1	0.26	0.19	0.11	0.17	0.10	0.46	0.00	0.03	0.21
Glyma.10G060950.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G061000.Wm82.a4.v1	0.26	0.37	0.57	0.32	0.27	1.74	0.19	0.35	0.41
Glyma.10G061201.Wm82.a4.v1	0.00	0.00	0.15	0.00	0.00	0.00	17.20	0.00	0.00
Glyma.10G061300.Wm82.a4.v1	1.12	0.72	0.58	0.95	0.13	0.27	0.71	1.17	0.40
Glyma.10G061401.Wm82.a4.v1	2.30	0.79	1.82	2.08	1.87	1.29	2.25	1.59	0.71
Glyma.10G061500.Wm82.a4.v1	5.15	6.59	1.52	5.07	3.67	6.76	5.23	4.76	0.92
Glyma.10G061600.Wm82.a4.v1	1.56	1.41	0.52	1.48	1.67	1.47	1.12	1.02	0.00
Glyma.10G061700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G061800.Wm82.a4.v1	0.20	0.29	0.18	0.17	0.07	0.29	0.00	0.07	0.33
Glyma.10G061900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G062100.Wm82.a4.v1	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G062200.Wm82.a4.v1	28.93	25.90	26.53	28.42	33.63	28.86	37.23	29.59	22.92
Glyma.10G062300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
Glyma.10G062400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G062451.Wm82.a4.v1	14.68	15.53	12.47	22.19	13.68	22.35	29.26	12.81	9.67
Glyma.10G062500.Wm82.a4.v1	0.93	0.27	0.12	0.00	0.20	1.20	1.27	0.96	0.30
Glyma.10G062551.Wm82.a4.v1	0.05	0.08	0.00	0.07	0.06	0.00	0.06	0.05	0.00
Glyma.10G062600.Wm82.a4.v1	4.48	3.82	4.97	3.78	5.49	2.67	2.18	3.45	2.95
Glyma.10G062700.Wm82.a4.v1	2.58	2.93	2.49	2.86	2.36	2.51	3.49	2.81	1.66
Glyma.10G062750.Wm82.a4.v1	7.06	6.10	5.65	0.00	6.04	1.52	1.61	4.41	0.00
Glyma.10G062800.Wm82.a4.v1	1.67	2.01	1.50	2.79	2.65	1.60	2.10	1.57	1.13
Glyma.10G062900.Wm82.a4.v1	5.30	5.94	4.03	6.21	5.06	5.34	4.96	4.88	3.47
Glyma.10G063000.Wm82.a4.v1	5.71	5.96	5.95	5.29	5.11	5.87	9.23	4.01	4.16
Glyma.10G063100.Wm82.a4.v1	36.43	30.56	29.58	38.06	32.46	39.55	40.77	32.93	27.68
Glyma.10G063200.Wm82.a4.v1	8.12	8.11	7.41	12.27	9.97	8.12	9.37	10.45	8.40
Glyma.10G063400.Wm82.a4.v1	6.96	5.95	4.83	6.64	6.50	6.78	8.59	5.31	4.42
Glyma.10G063500.Wm82.a4.v1	9.07	10.18	8.72	6.89	8.80	8.77	10.15	8.09	7.75
Glyma.10G063600.Wm82.a4.v1	0.53	0.52	0.39	0.76	0.40	0.44	0.43	0.66	0.36
Glyma.10G063700.Wm82.a4.v1	6.30	6.69	6.47	7.94	8.06	9.49	11.68	3.04	8.96
Glyma.10G063800.Wm82.a4.v1	0.72	0.67	0.33	0.50	0.50	1.19	0.61	0.63	0.17
Glyma.10G063900.Wm82.a4.v1	3.77	2.78	2.25	0.81	2.32	2.33	2.29	3.01	2.60
Glyma.10G064000.Wm82.a4.v1	22.48	21.20	24.35	21.19	21.32	20.00	20.32	19.64	19.07
Glyma.10G064200.Wm82.a4.v1	2.85	2.25	1.52	2.09	1.83	1.45	1.99	0.87	1.99
Glyma.10G064300.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G064400.Wm82.a4.v1	0.20	0.00	0.13	0.25	0.00	0.29	0.00	0.00	0.00
Glyma.10G064500.Wm82.a4.v1	9.00	10.55	10.13	8.52	9.50	8.07	6.76	9.67	8.23
Glyma.10G064600.Wm82.a4.v1	14.87	14.93	14.02	18.90	17.83	21.90	23.45	12.41	14.45
Glyma.10G064700.Wm82.a4.v1	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G064800.Wm82.a4.v1	5.21	4.20	3.70	5.34	4.91	4.60	5.57	3.58	6.27
Glyma.10G064900.Wm82.a4.v1	3.92	3.48	3.72	2.01	3.71	3.48	2.93	3.14	3.05
Glyma.10G065000.Wm82.a4.v1	49.51	51.24	49.97	51.23	56.42	42.88	48.13	39.72	33.06
Glyma.10G065100.Wm82.a4.v1	4.52	4.71	5.02	4.57	4.61	5.98	5.84	3.90	2.02
Glyma.10G065200.Wm82.a4.v1	1.59	1.49	1.12	0.45	0.94	0.64	2.05	1.82	1.61
Glyma.10G065300.Wm82.a4.v1	6.51	7.11	5.11	7.61	6.79	7.31	7.38	6.39	4.79
Glyma.10G065400.Wm82.a4.v1	5.09	5.07	4.40	5.17	3.70	2.88	4.47	5.00	5.42
Glyma.10G065500.Wm82.a4.v1	22.63	23.02	21.85	19.75	19.90	13.43	22.77	18.21	17.53
Glyma.10G065600.Wm82.a4.v1	0.25	0.15	0.25	0.19	0.13	0.07	0.22	0.15	0.14
Glyma.10G065702.Wm82.a4.v1	4.77	3.83	3.84	4.49	3.79	7.03	8.23	4.15	3.40
Glyma.10G065800.Wm82.a4.v1	5.44	4.99	4.62	5.93	5.36	5.19	5.63	4.81	4.07
Glyma.10G065900.Wm82.a4.v1	2.85	3.11	3.06	5.21	4.03	2.78	5.60	3.53	1.31
Glyma.10G066000.Wm82.a4.v1	6.37	7.29	6.43	7.70	7.25	6.09	6.98	6.46	4.91
Glyma.10G066100.Wm82.a4.v1	0.53	0.43	0.28	0.29	0.32	0.04	0.13	0.08	0.36
Glyma.10G066200.Wm82.a4.v1	27.81	24.13	34.88	29.09	25.95	21.56	22.24	30.50	39.81
Glyma.10G066300.Wm82.a4.v1	7.77	7.07	7.46	9.47	8.59	7.66	9.70	6.69	6.81
Glyma.10G066400.Wm82.a4.v1	1.45	1.81	1.01	2.42	0.92	0.92	1.28	1.37	2.45
Glyma.10G066500.Wm82.a4.v1	270.89	258.89	359.42	276.74	294.60	254.70	241.47	305.90	466.90
Glyma.10G066600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.00
Glyma.10G066700.Wm82.a4.v1	32.81	33.25	31.91	33.32	26.25	34.28	27.41	10.28	36.60
Glyma.10G066750.Wm82.a4.v1	3.75	7.57	4.50	11.40	4.01	4.03	6.86	3.12	3.64
Glyma.10G066800.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G066900.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G067000.Wm82.a4.v1	0.40	0.19	0.36	0.17	0.29	0.14	0.31	0.14	0.65
Glyma.10G067100.Wm82.a4.v1	6.71	5.76	7.25	7.70	8.36	6.31	8.30	8.06	4.16
Glyma.10G067200.Wm82.a4.v1	0.93	1.22	0.96	1.29	1.27	1.00	1.55	0.88	0.55
Glyma.10G067302.Wm82.a4.v1	0.98	0.45	1.07	0.69	1.13	0.67	0.90	0.69	1.39
Glyma.10G067400.Wm82.a4.v1	4.98	5.43	4.92	6.14	5.56	4.89	5.08	4.97	4.55
Glyma.10G067500.Wm82.a4.v1	209.30	207.67	224.89	200.89	217.29	179.54	184.98	186.84	272.32
Glyma.10G067600.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G067800.Wm82.a4.v1	131.65	125.69	171.19	144.82	135.32	140.06	127.69	146.89	196.68
Glyma.10G067900.Wm82.a4.v1	47.07	45.45	45.01	52.72	48.41	42.47	52.67	44.47	57.01
Glyma.10G068000.Wm82.a4.v1	0.00	0.06	0.01	0.00	0.04	0.00	0.00	0.00	0.00
Glyma.10G068100.Wm82.a4.v1	1.06	1.10	1.04	1.07	1.07	0.84	1.21	0.57	0.51
Glyma.10G068201.Wm82.a4.v1	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G068700.Wm82.a4.v1	6.35	6.60	5.84	5.62	5.75	5.82	4.95	5.67	7.35
Glyma.10G068900.Wm82.a4.v1	1.12	1.36	1.26	0.71	0.86	1.01	1.44	0.62	1.02
Glyma.10G069000.Wm82.a4.v1	101.09	101.81	109.85	108.40	86.39	123.29	115.38	90.58	148.86
Glyma.10G069100.Wm82.a4.v1	4.25	4.43	4.01	5.28	4.54	4.04	3.72	4.10	3.76
Glyma.10G069200.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G069300.Wm82.a4.v1	67.95	65.20	83.31	74.29	69.96	77.11	72.58	75.17	65.42
Glyma.10G069400.Wm82.a4.v1	6.17	7.17	6.29	6.46	5.14	4.94	6.17	6.06	8.04
Glyma.10G069500.Wm82.a4.v1	15.66	16.99	13.71	17.40	20.92	13.67	17.27	11.47	9.86
Glyma.10G069600.Wm82.a4.v1	13.90	15.70	15.49	16.61	15.62	13.65	16.47	14.56	16.69
Glyma.10G069700.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G069800.Wm82.a4.v1	42.61	39.57	40.43	45.79	43.07	34.92	40.06	36.88	38.66
Glyma.10G070000.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
Glyma.10G070100.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G070200.Wm82.a4.v1	16.21	14.84	8.51	17.49	16.55	43.44	24.18	7.75	8.65
Glyma.10G070300.Wm82.a4.v1	0.18	0.13	0.06	0.00	0.14	0.05	0.03	0.09	0.00
Glyma.10G070400.Wm82.a4.v1	0.67	0.00	0.00	0.00	0.72	0.00	0.00	0.23	0.36
Glyma.10G070500.Wm82.a4.v1	15.54	14.54	11.49	21.73	16.95	12.87	17.26	17.79	8.56
Glyma.10G070600.Wm82.a4.v1	1.66	1.31	0.40	0.57	0.48	0.65	1.38	0.79	0.98
Glyma.10G070700.Wm82.a4.v1	3.08	3.04	3.27	2.65	2.98	1.75	3.14	3.36	2.37
Glyma.10G070900.Wm82.a4.v1	42.48	39.17	50.03	41.40	40.22	51.56	51.31	38.85	62.22
Glyma.10G071000.Wm82.a4.v1	10.08	9.32	9.72	8.76	9.97	5.13	8.34	5.63	2.92
Glyma.10G071100.Wm82.a4.v1	3.42	2.17	2.87	1.82	3.21	2.20	2.27	2.70	3.20
Glyma.10G071200.Wm82.a4.v1	1.62	1.44	1.05	2.11	1.78	1.53	1.71	1.56	1.09
Glyma.10G071300.Wm82.a4.v1	7.37	6.32	3.98	7.57	7.67	6.85	6.83	6.63	8.05
Glyma.10G071400.Wm82.a4.v1	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Glyma.10G071500.Wm82.a4.v1	17.22	17.71	16.40	20.12	18.38	19.38	15.85	17.83	14.40
Glyma.10G071600.Wm82.a4.v1	12.70	15.97	12.26	21.66	20.24	12.83	18.82	20.26	19.12
Glyma.10G071700.Wm82.a4.v1	0.82	1.07	1.24	0.65	0.87	0.88	0.51	1.14	0.45
Glyma.10G071800.Wm82.a4.v1	2.27	2.78	1.65	2.61	2.33	1.63	2.79	2.25	1.26
Glyma.10G072000.Wm82.a4.v1	1.62	0.70	1.30	0.41	0.52	0.35	2.04	0.51	1.31
Glyma.10G072100.Wm82.a4.v1	18.14	19.39	16.51	18.31	17.10	18.56	17.98	14.97	18.28
Glyma.10G072400.Wm82.a4.v1	0.38	0.54	0.88	0.00	0.40	0.40	0.21	0.39	0.61
Glyma.10G073300.Wm82.a4.v1	10.52	9.91	10.61	13.70	12.23	11.43	14.72	11.11	6.23
Glyma.10G073400.Wm82.a4.v1	0.82	1.11	0.79	0.46	0.49	0.39	0.76	0.43	0.91
